yr,r,ec,units,value
1998,ca,MSCREV,billions of us dollars (USD),4.812689
1998,ca,UTLREV,billions of us dollars (USD),0.159623
1998,ca,LIQREV,billions of us dollars (USD),0.0
1998,ca,INSREV,billions of us dollars (USD),33.737613
1998,ca,TOTEXP,billions of us dollars (USD),120.329505
1998,ca,INTEXP,billions of us dollars (USD),51.053075
1998,ca,CUROPR,billions of us dollars (USD),48.496657
1998,ca,CAPOUT,billions of us dollars (USD),3.620157
1998,ca,INSBEN,billions of us dollars (USD),13.564056
1998,ca,SUBSID,billions of us dollars (USD),1.168977
1998,ca,INTRST,billions of us dollars (USD),2.426583
1998,ca,SALARY,billions of us dollars (USD),14.268096
1998,ca,GENEXP,billions of us dollars (USD),106.68082
1998,ca,EDUCAT,billions of us dollars (USD),38.139544
1998,ca,PUBWEL,billions of us dollars (USD),30.411684
1998,ca,HOSPTL,billions of us dollars (USD),2.431517
1998,ca,HEALTH,billions of us dollars (USD),6.388493
1998,ca,HGHWAY,billions of us dollars (USD),4.631083
1998,ca,POLICE,billions of us dollars (USD),1.145727
1998,ca,CORREC,billions of us dollars (USD),3.437824
1998,ca,NATRES,billions of us dollars (USD),2.082181
1998,ca,PARKRC,billions of us dollars (USD),0.27049
1998,ca,GOVADM,billions of us dollars (USD),3.727512
1998,ca,INTGEN,billions of us dollars (USD),2.419888
1998,ca,OTHUNA,billions of us dollars (USD),11.594877
1998,ca,UTLEXP,billions of us dollars (USD),0.084629
1998,ca,LIQEXP,billions of us dollars (USD),0.0
1998,ca,INSEXP,billions of us dollars (USD),13.564056
1998,ca,DEBTFY,billions of us dollars (USD),50.250539
1998,ca,CASHSH,billions of us dollars (USD),269.125315
1998,co,TOTREV,billions of us dollars (USD),13.514305
1998,co,GENREV,billions of us dollars (USD),10.953476
1998,co,INTREV,billions of us dollars (USD),2.788627
1998,co,TAXREV,billions of us dollars (USD),5.890211
1998,co,GSALES,billions of us dollars (USD),1.530832
1998,co,SSALES,billions of us dollars (USD),0.787605
1998,co,LICTAX,billions of us dollars (USD),0.277802
1998,co,INDTAX,billions of us dollars (USD),2.881537
1998,co,CORTAX,billions of us dollars (USD),0.271143
1998,co,OTHTAX,billions of us dollars (USD),0.141292
1998,co,CURCHG,billions of us dollars (USD),1.292396
1998,co,MSCREV,billions of us dollars (USD),0.982242
1998,co,UTLREV,billions of us dollars (USD),0.0
1998,co,LIQREV,billions of us dollars (USD),0.0
1998,co,INSREV,billions of us dollars (USD),2.560829
1998,co,TOTEXP,billions of us dollars (USD),11.277701
1998,co,INTEXP,billions of us dollars (USD),3.159458
1998,co,CUROPR,billions of us dollars (USD),5.720705
1998,co,CAPOUT,billions of us dollars (USD),0.899355
1998,co,INSBEN,billions of us dollars (USD),1.167562
1998,co,SUBSID,billions of us dollars (USD),0.089695
1998,co,INTRST,billions of us dollars (USD),0.240926
1998,co,SALARY,billions of us dollars (USD),2.23567
1998,co,GENEXP,billions of us dollars (USD),10.104647
1998,co,EDUCAT,billions of us dollars (USD),4.333068
1998,co,PUBWEL,billions of us dollars (USD),2.40107
1998,co,HOSPTL,billions of us dollars (USD),0.150831
1998,co,HEALTH,billions of us dollars (USD),0.282136
1998,co,HGHWAY,billions of us dollars (USD),0.989106
1998,co,POLICE,billions of us dollars (USD),0.062578
1998,co,CORREC,billions of us dollars (USD),0.619477
1998,co,NATRES,billions of us dollars (USD),0.156021
1998,co,PARKRC,billions of us dollars (USD),0.049089
1998,co,GOVADM,billions of us dollars (USD),0.334164
1998,co,INTGEN,billions of us dollars (USD),0.237246
1998,co,OTHUNA,billions of us dollars (USD),0.489861
1998,co,UTLEXP,billions of us dollars (USD),0.005492
1998,co,LIQEXP,billions of us dollars (USD),0.0
1998,co,INSEXP,billions of us dollars (USD),1.167562
1998,co,DEBTFY,billions of us dollars (USD),3.6372
1998,co,CASHSH,billions of us dollars (USD),25.067505
1998,ct,TOTREV,billions of us dollars (USD),16.520398
1998,ct,GENREV,billions of us dollars (USD),14.45219
1998,ct,INTREV,billions of us dollars (USD),3.016337
1998,ct,TAXREV,billions of us dollars (USD),9.393604
1998,ct,GSALES,billions of us dollars (USD),3.031699
1998,ct,SSALES,billions of us dollars (USD),1.688832
1998,ct,LICTAX,billions of us dollars (USD),0.360017
1998,ct,INDTAX,billions of us dollars (USD),3.405916
1998,ct,CORTAX,billions of us dollars (USD),0.534939
1998,ct,OTHTAX,billions of us dollars (USD),0.372201
1998,ct,CURCHG,billions of us dollars (USD),0.943349
1998,ct,MSCREV,billions of us dollars (USD),1.0989
1998,ct,UTLREV,billions of us dollars (USD),0.023567
1998,ct,LIQREV,billions of us dollars (USD),0.0
1998,ct,INSREV,billions of us dollars (USD),2.044641
1998,ct,TOTEXP,billions of us dollars (USD),14.516273
1998,ct,INTEXP,billions of us dollars (USD),2.627781
1998,ct,CUROPR,billions of us dollars (USD),7.845322
1998,ct,CAPOUT,billions of us dollars (USD),0.846824
1998,ct,INSBEN,billions of us dollars (USD),1.635081
1998,ct,SUBSID,billions of us dollars (USD),0.578243
1998,ct,INTRST,billions of us dollars (USD),0.983022
1998,ct,SALARY,billions of us dollars (USD),2.687424
1998,ct,GENEXP,billions of us dollars (USD),12.680829
1998,ct,EDUCAT,billions of us dollars (USD),3.143491
1998,ct,PUBWEL,billions of us dollars (USD),3.036491
1998,ct,HOSPTL,billions of us dollars (USD),1.054818
1998,ct,HEALTH,billions of us dollars (USD),0.402252
1998,ct,HGHWAY,billions of us dollars (USD),0.6857
1998,ct,POLICE,billions of us dollars (USD),0.114216
1998,ct,CORREC,billions of us dollars (USD),0.480406
1998,ct,NATRES,billions of us dollars (USD),0.073103
1998,ct,PARKRC,billions of us dollars (USD),0.042325
1998,ct,GOVADM,billions of us dollars (USD),0.676949
1998,ct,INTGEN,billions of us dollars (USD),0.983022
1998,ct,OTHUNA,billions of us dollars (USD),1.988056
1998,ct,UTLEXP,billions of us dollars (USD),0.200363
1998,ct,LIQEXP,billions of us dollars (USD),0.0
1998,ct,INSEXP,billions of us dollars (USD),1.635081
1998,ct,DEBTFY,billions of us dollars (USD),17.727048
1998,ct,CASHSH,billions of us dollars (USD),26.339471
1998,de,TOTREV,billions of us dollars (USD),4.593997
1998,de,GENREV,billions of us dollars (USD),3.883087
1998,de,INTREV,billions of us dollars (USD),0.724706
1998,de,TAXREV,billions of us dollars (USD),1.981473
1998,de,GSALES,billions of us dollars (USD),0.0
1998,de,SSALES,billions of us dollars (USD),0.25492
1998,de,LICTAX,billions of us dollars (USD),0.649097
1998,de,INDTAX,billions of us dollars (USD),0.761445
1998,de,CORTAX,billions of us dollars (USD),0.205274
1998,de,OTHTAX,billions of us dollars (USD),0.110737
1998,de,CURCHG,billions of us dollars (USD),0.516363
1998,de,MSCREV,billions of us dollars (USD),0.660545
1998,de,UTLREV,billions of us dollars (USD),0.008611
1998,de,LIQREV,billions of us dollars (USD),0.0
1998,de,INSREV,billions of us dollars (USD),0.702299
1998,de,TOTEXP,billions of us dollars (USD),3.465428
1998,de,INTEXP,billions of us dollars (USD),0.591279
1998,de,CUROPR,billions of us dollars (USD),2.0271
1998,de,CAPOUT,billions of us dollars (USD),0.346528
1998,de,INSBEN,billions of us dollars (USD),0.218959
1998,de,SUBSID,billions of us dollars (USD),0.068604
1998,de,INTRST,billions of us dollars (USD),0.212958
1998,de,SALARY,billions of us dollars (USD),0.830022
1998,de,GENEXP,billions of us dollars (USD),3.203423
1998,de,EDUCAT,billions of us dollars (USD),1.071578
1998,de,PUBWEL,billions of us dollars (USD),0.501377
1998,de,HOSPTL,billions of us dollars (USD),0.056801
1998,de,HEALTH,billions of us dollars (USD),0.184013
1998,de,HGHWAY,billions of us dollars (USD),0.287672
1998,de,POLICE,billions of us dollars (USD),0.054276
1998,de,CORREC,billions of us dollars (USD),0.142219
1998,de,NATRES,billions of us dollars (USD),0.042599
1998,de,PARKRC,billions of us dollars (USD),0.035207
1998,de,GOVADM,billions of us dollars (USD),0.274842
1998,de,INTGEN,billions of us dollars (USD),0.212958
1998,de,OTHUNA,billions of us dollars (USD),0.339881
1998,de,UTLEXP,billions of us dollars (USD),0.043046
1998,de,LIQEXP,billions of us dollars (USD),0.0
1998,de,INSEXP,billions of us dollars (USD),0.218959
1998,de,DEBTFY,billions of us dollars (USD),3.770259
1998,de,CASHSH,billions of us dollars (USD),9.544959
1998,fl,TOTREV,billions of us dollars (USD),51.751884
1998,fl,GENREV,billions of us dollars (USD),36.780333
1998,fl,INTREV,billions of us dollars (USD),8.301851
1998,fl,TAXREV,billions of us dollars (USD),22.521069
1998,fl,GSALES,billions of us dollars (USD),12.923644
1998,fl,SSALES,billions of us dollars (USD),4.004285
1998,fl,LICTAX,billions of us dollars (USD),1.451319
1998,fl,INDTAX,billions of us dollars (USD),0.0
1998,fl,CORTAX,billions of us dollars (USD),1.271261
1998,fl,OTHTAX,billions of us dollars (USD),2.87056
1998,fl,CURCHG,billions of us dollars (USD),2.079808
1998,fl,MSCREV,billions of us dollars (USD),3.877605
1998,fl,UTLREV,billions of us dollars (USD),0.005343
1998,fl,LIQREV,billions of us dollars (USD),0.0
1998,fl,INSREV,billions of us dollars (USD),14.966208
1998,fl,TOTEXP,billions of us dollars (USD),39.21401
1998,fl,INTEXP,billions of us dollars (USD),12.537431
1998,fl,CUROPR,billions of us dollars (USD),18.993077
1998,fl,CAPOUT,billions of us dollars (USD),3.325318
1998,fl,INSBEN,billions of us dollars (USD),2.482895
1998,fl,SUBSID,billions of us dollars (USD),0.836943
1998,fl,INTRST,billions of us dollars (USD),1.038346
1998,fl,SALARY,billions of us dollars (USD),7.014591
1998,fl,GENEXP,billions of us dollars (USD),36.662429
1998,fl,EDUCAT,billions of us dollars (USD),12.594739
1998,fl,PUBWEL,billions of us dollars (USD),8.159979
1998,fl,HOSPTL,billions of us dollars (USD),0.502081
1998,fl,HEALTH,billions of us dollars (USD),1.840385
1998,fl,HGHWAY,billions of us dollars (USD),3.254239
1998,fl,POLICE,billions of us dollars (USD),0.337665
1998,fl,CORREC,billions of us dollars (USD),1.931914
1998,fl,NATRES,billions of us dollars (USD),1.067914
1998,fl,PARKRC,billions of us dollars (USD),0.133437
1998,fl,GOVADM,billions of us dollars (USD),1.671987
1998,fl,INTGEN,billions of us dollars (USD),1.038346
1998,fl,OTHUNA,billions of us dollars (USD),4.129743
1998,fl,UTLEXP,billions of us dollars (USD),0.068686
1998,fl,LIQEXP,billions of us dollars (USD),0.0
1998,fl,INSEXP,billions of us dollars (USD),2.482895
1998,fl,DEBTFY,billions of us dollars (USD),16.969289
1998,fl,CASHSH,billions of us dollars (USD),77.359658
1998,ga,TOTREV,billions of us dollars (USD),25.707202
1998,ga,GENREV,billions of us dollars (USD),20.164786
1998,ga,INTREV,billions of us dollars (USD),5.676362
1998,ga,TAXREV,billions of us dollars (USD),11.589495
1998,ga,GSALES,billions of us dollars (USD),3.993493
1998,ga,SSALES,billions of us dollars (USD),0.998518
1998,ga,LICTAX,billions of us dollars (USD),0.396748
1998,ga,INDTAX,billions of us dollars (USD),5.317375
1998,ga,CORTAX,billions of us dollars (USD),0.739738
1998,ga,OTHTAX,billions of us dollars (USD),0.143623
1998,ga,CURCHG,billions of us dollars (USD),1.559004
1998,ga,MSCREV,billions of us dollars (USD),1.339925
1998,ga,UTLREV,billions of us dollars (USD),0.0
1998,ga,LIQREV,billions of us dollars (USD),0.0
1998,ga,INSREV,billions of us dollars (USD),5.542416
1998,ga,TOTEXP,billions of us dollars (USD),21.735461
1998,ga,INTEXP,billions of us dollars (USD),6.310697
1998,ga,CUROPR,billions of us dollars (USD),10.891834
1998,ga,CAPOUT,billions of us dollars (USD),2.003708
1998,ga,INSBEN,billions of us dollars (USD),1.454274
1998,ga,SUBSID,billions of us dollars (USD),0.689045
1998,ga,INTRST,billions of us dollars (USD),0.385903
1998,ga,SALARY,billions of us dollars (USD),3.364822
1998,ga,GENEXP,billions of us dollars (USD),20.281187
1998,ga,EDUCAT,billions of us dollars (USD),9.191987
1998,ga,PUBWEL,billions of us dollars (USD),4.691784
1998,ga,HOSPTL,billions of us dollars (USD),0.700255
1998,ga,HEALTH,billions of us dollars (USD),0.681884
1998,ga,HGHWAY,billions of us dollars (USD),1.282449
1998,ga,POLICE,billions of us dollars (USD),0.150635
1998,ga,CORREC,billions of us dollars (USD),0.857067
1998,ga,NATRES,billions of us dollars (USD),0.41759
1998,ga,PARKRC,billions of us dollars (USD),0.163141
1998,ga,GOVADM,billions of us dollars (USD),0.530047
1998,ga,INTGEN,billions of us dollars (USD),0.385903
1998,ga,OTHUNA,billions of us dollars (USD),1.228445
1998,ga,UTLEXP,billions of us dollars (USD),0.0
1998,ga,LIQEXP,billions of us dollars (USD),0.0
1998,ga,INSEXP,billions of us dollars (USD),1.454274
1998,ga,DEBTFY,billions of us dollars (USD),6.039633
1998,ga,CASHSH,billions of us dollars (USD),51.019681
1998,hi,TOTREV,billions of us dollars (USD),6.76074
1998,hi,GENREV,billions of us dollars (USD),5.473742
1998,hi,INTREV,billions of us dollars (USD),1.175599
1998,hi,TAXREV,billions of us dollars (USD),3.176246
1998,hi,GSALES,billions of us dollars (USD),1.425352
1998,hi,SSALES,billions of us dollars (USD),0.486399
1998,hi,LICTAX,billions of us dollars (USD),0.092647
1998,hi,INDTAX,billions of us dollars (USD),1.083388
1998,hi,CORTAX,billions of us dollars (USD),0.061755
1998,hi,OTHTAX,billions of us dollars (USD),0.026705
1998,hi,CURCHG,billions of us dollars (USD),0.793513
1998,hi,MSCREV,billions of us dollars (USD),0.328384
1998,hi,UTLREV,billions of us dollars (USD),0.0
1998,hi,LIQREV,billions of us dollars (USD),0.0
1998,hi,INSREV,billions of us dollars (USD),1.286998
1998,hi,TOTEXP,billions of us dollars (USD),5.860425
1998,hi,INTEXP,billions of us dollars (USD),0.147059
1998,hi,CUROPR,billions of us dollars (USD),3.926361
1998,hi,CAPOUT,billions of us dollars (USD),0.650864
1998,hi,INSBEN,billions of us dollars (USD),0.598946
1998,hi,SUBSID,billions of us dollars (USD),0.191599
1998,hi,INTRST,billions of us dollars (USD),0.345596
1998,hi,SALARY,billions of us dollars (USD),1.511263
1998,hi,GENEXP,billions of us dollars (USD),5.261479
1998,hi,EDUCAT,billions of us dollars (USD),1.63614
1998,hi,PUBWEL,billions of us dollars (USD),0.919329
1998,hi,HOSPTL,billions of us dollars (USD),0.231668
1998,hi,HEALTH,billions of us dollars (USD),0.269974
1998,hi,HGHWAY,billions of us dollars (USD),0.2487
1998,hi,POLICE,billions of us dollars (USD),0.006966
1998,hi,CORREC,billions of us dollars (USD),0.120854
1998,hi,NATRES,billions of us dollars (USD),0.087103
1998,hi,PARKRC,billions of us dollars (USD),0.049939
1998,hi,GOVADM,billions of us dollars (USD),0.273181
1998,hi,INTGEN,billions of us dollars (USD),0.345596
1998,hi,OTHUNA,billions of us dollars (USD),1.072029
1998,hi,UTLEXP,billions of us dollars (USD),0.0
1998,hi,LIQEXP,billions of us dollars (USD),0.0
1998,hi,INSEXP,billions of us dollars (USD),0.598946
1998,hi,DEBTFY,billions of us dollars (USD),5.709739
1998,hi,CASHSH,billions of us dollars (USD),11.719346
1998,id,TOTREV,billions of us dollars (USD),4.705173
1998,id,GENREV,billions of us dollars (USD),3.591719
1998,id,INTREV,billions of us dollars (USD),0.862978
1998,id,TAXREV,billions of us dollars (USD),2.057378
1998,id,GSALES,billions of us dollars (USD),0.652843
1998,id,SSALES,billions of us dollars (USD),0.29987
1998,id,LICTAX,billions of us dollars (USD),0.196047
1998,id,INDTAX,billions of us dollars (USD),0.778909
1998,id,CORTAX,billions of us dollars (USD),0.117694
1998,id,OTHTAX,billions of us dollars (USD),0.012015
1998,id,CURCHG,billions of us dollars (USD),0.327495
1998,id,MSCREV,billions of us dollars (USD),0.343868
1998,id,UTLREV,billions of us dollars (USD),0.0
1998,id,LIQREV,billions of us dollars (USD),0.050252
1998,id,INSREV,billions of us dollars (USD),1.063202
1998,id,TOTEXP,billions of us dollars (USD),3.785613
1998,id,INTEXP,billions of us dollars (USD),1.104201
1998,id,CUROPR,billions of us dollars (USD),1.816872
1998,id,CAPOUT,billions of us dollars (USD),0.30563
1998,id,INSBEN,billions of us dollars (USD),0.368762
1998,id,SUBSID,billions of us dollars (USD),0.079335
1998,id,INTRST,billions of us dollars (USD),0.110813
1998,id,SALARY,billions of us dollars (USD),0.646011
1998,id,GENEXP,billions of us dollars (USD),3.376692
1998,id,EDUCAT,billions of us dollars (USD),1.402567
1998,id,PUBWEL,billions of us dollars (USD),0.594902
1998,id,HOSPTL,billions of us dollars (USD),0.045164
1998,id,HEALTH,billions of us dollars (USD),0.093361
1998,id,HGHWAY,billions of us dollars (USD),0.397106
1998,id,POLICE,billions of us dollars (USD),0.036034
1998,id,CORREC,billions of us dollars (USD),0.123853
1998,id,NATRES,billions of us dollars (USD),0.11774
1998,id,PARKRC,billions of us dollars (USD),0.020909
1998,id,GOVADM,billions of us dollars (USD),0.124281
1998,id,INTGEN,billions of us dollars (USD),0.110813
1998,id,OTHUNA,billions of us dollars (USD),0.309962
1998,id,UTLEXP,billions of us dollars (USD),0.0
1998,id,LIQEXP,billions of us dollars (USD),0.040159
1998,id,INSEXP,billions of us dollars (USD),0.368762
1998,id,DEBTFY,billions of us dollars (USD),1.883221
1998,id,CASHSH,billions of us dollars (USD),9.829988
1998,il,TOTREV,billions of us dollars (USD),40.460377
1998,il,GENREV,billions of us dollars (USD),33.786763
1998,il,INTREV,billions of us dollars (USD),8.958993
1998,il,TAXREV,billions of us dollars (USD),19.771284
1998,il,GSALES,billions of us dollars (USD),5.596046
1998,il,SSALES,billions of us dollars (USD),3.515529
1998,il,LICTAX,billions of us dollars (USD),1.207679
1998,il,INDTAX,billions of us dollars (USD),6.986995
1998,il,CORTAX,billions of us dollars (USD),1.961566
1998,il,OTHTAX,billions of us dollars (USD),0.503469
1998,il,CURCHG,billions of us dollars (USD),2.082198
1998,il,MSCREV,billions of us dollars (USD),2.974288
1998,il,UTLREV,billions of us dollars (USD),0.0
1998,il,LIQREV,billions of us dollars (USD),0.0
1998,il,INSREV,billions of us dollars (USD),6.673614
1998,il,TOTEXP,billions of us dollars (USD),35.685258
1998,il,INTEXP,billions of us dollars (USD),9.862059
1998,il,CUROPR,billions of us dollars (USD),17.10317
1998,il,CAPOUT,billions of us dollars (USD),2.008264
1998,il,INSBEN,billions of us dollars (USD),3.679928
1998,il,SUBSID,billions of us dollars (USD),1.417828
1998,il,INTRST,billions of us dollars (USD),1.614009
1998,il,SALARY,billions of us dollars (USD),4.405492
1998,il,GENEXP,billions of us dollars (USD),32.00533
1998,il,EDUCAT,billions of us dollars (USD),9.865236
1998,il,PUBWEL,billions of us dollars (USD),8.9051
1998,il,HOSPTL,billions of us dollars (USD),0.806842
1998,il,HEALTH,billions of us dollars (USD),1.733954
1998,il,HGHWAY,billions of us dollars (USD),2.475229
1998,il,POLICE,billions of us dollars (USD),0.332364
1998,il,CORREC,billions of us dollars (USD),1.066498
1998,il,NATRES,billions of us dollars (USD),0.285842
1998,il,PARKRC,billions of us dollars (USD),0.2227
1998,il,GOVADM,billions of us dollars (USD),1.060494
