yr,r,source,units,value
2005,ok,res,million metric tons of carbon dioxide,3.7
2005,or,res,million metric tons of carbon dioxide,2.6
2005,pa,res,million metric tons of carbon dioxide,23.8
2005,ri,res,million metric tons of carbon dioxide,2.7
2005,sc,res,million metric tons of carbon dioxide,2.3
2005,sd,res,million metric tons of carbon dioxide,1.0
2005,tn,res,million metric tons of carbon dioxide,4.4
2005,tx,res,million metric tons of carbon dioxide,12.0
2005,ut,res,million metric tons of carbon dioxide,3.4
2005,vt,res,million metric tons of carbon dioxide,1.6
2005,va,res,million metric tons of carbon dioxide,8.4
2005,wa,res,million metric tons of carbon dioxide,5.0
2005,wv,res,million metric tons of carbon dioxide,2.1
2005,wi,res,million metric tons of carbon dioxide,9.9
2005,wy,res,million metric tons of carbon dioxide,0.8
2005,us,res,million metric tons of carbon dioxide,363.1
2006,al,res,million metric tons of carbon dioxide,2.5
2006,ak,res,million metric tons of carbon dioxide,2.1
2006,az,res,million metric tons of carbon dioxide,2.2
2006,ar,res,million metric tons of carbon dioxide,2.1
2006,ca,res,million metric tons of carbon dioxide,28.4
2006,co,res,million metric tons of carbon dioxide,7.1
2006,ct,res,million metric tons of carbon dioxide,8.0
2006,de,res,million metric tons of carbon dioxide,1.0
2006,dc,res,million metric tons of carbon dioxide,0.7
2006,fl,res,million metric tons of carbon dioxide,1.4
2006,ga,res,million metric tons of carbon dioxide,6.7
2006,hi,res,million metric tons of carbon dioxide,0.0
2006,id,res,million metric tons of carbon dioxide,1.6
2006,il,res,million metric tons of carbon dioxide,22.4
2006,in,res,million metric tons of carbon dioxide,8.0
2006,ia,res,million metric tons of carbon dioxide,4.0
2006,ks,res,million metric tons of carbon dioxide,3.5
2006,ky,res,million metric tons of carbon dioxide,3.3
2006,la,res,million metric tons of carbon dioxide,2.1
2006,me,res,million metric tons of carbon dioxide,4.0
2006,md,res,million metric tons of carbon dioxide,5.9
2006,ma,res,million metric tons of carbon dioxide,12.7
2006,mi,res,million metric tons of carbon dioxide,20.0
2006,mn,res,million metric tons of carbon dioxide,8.2
2006,ms,res,million metric tons of carbon dioxide,1.6
2006,mo,res,million metric tons of carbon dioxide,6.3
2006,mt,res,million metric tons of carbon dioxide,1.6
2006,ne,res,million metric tons of carbon dioxide,2.3
2006,nv,res,million metric tons of carbon dioxide,2.3
2006,nh,res,million metric tons of carbon dioxide,2.7
2006,nj,res,million metric tons of carbon dioxide,14.1
2006,nm,res,million metric tons of carbon dioxide,2.1
2006,ny,res,million metric tons of carbon dioxide,32.5
2006,nc,res,million metric tons of carbon dioxide,5.7
2006,nd,res,million metric tons of carbon dioxide,1.0
2006,oh,res,million metric tons of carbon dioxide,17.2
2006,ok,res,million metric tons of carbon dioxide,3.4
2006,or,res,million metric tons of carbon dioxide,2.7
2006,pa,res,million metric tons of carbon dioxide,20.2
2006,ri,res,million metric tons of carbon dioxide,2.2
2006,sc,res,million metric tons of carbon dioxide,1.9
2006,sd,res,million metric tons of carbon dioxide,1.0
2006,tn,res,million metric tons of carbon dioxide,4.1
2006,tx,res,million metric tons of carbon dioxide,10.5
2006,ut,res,million metric tons of carbon dioxide,3.5
2006,vt,res,million metric tons of carbon dioxide,1.5
2006,va,res,million metric tons of carbon dioxide,6.9
2006,wa,res,million metric tons of carbon dioxide,5.1
2006,wv,res,million metric tons of carbon dioxide,2.0
2006,wi,res,million metric tons of carbon dioxide,8.9
2006,wy,res,million metric tons of carbon dioxide,0.8
2006,us,res,million metric tons of carbon dioxide,321.8
2007,al,res,million metric tons of carbon dioxide,2.4
2007,ak,res,million metric tons of carbon dioxide,1.8
2007,az,res,million metric tons of carbon dioxide,2.3
2007,ar,res,million metric tons of carbon dioxide,2.1
2007,ca,res,million metric tons of carbon dioxide,28.6
2007,co,res,million metric tons of carbon dioxide,7.8
2007,ct,res,million metric tons of carbon dioxide,8.2
2007,de,res,million metric tons of carbon dioxide,1.0
2007,dc,res,million metric tons of carbon dioxide,0.8
2007,fl,res,million metric tons of carbon dioxide,1.3
2007,ga,res,million metric tons of carbon dioxide,6.8
2007,hi,res,million metric tons of carbon dioxide,0.0
2007,id,res,million metric tons of carbon dioxide,1.6
2007,il,res,million metric tons of carbon dioxide,24.4
2007,in,res,million metric tons of carbon dioxide,9.0
2007,ia,res,million metric tons of carbon dioxide,4.4
2007,ks,res,million metric tons of carbon dioxide,3.9
2007,ky,res,million metric tons of carbon dioxide,3.5
2007,la,res,million metric tons of carbon dioxide,2.2
2007,me,res,million metric tons of carbon dioxide,3.8
2007,md,res,million metric tons of carbon dioxide,6.5
2007,ma,res,million metric tons of carbon dioxide,13.4
2007,mi,res,million metric tons of carbon dioxide,21.1
2007,mn,res,million metric tons of carbon dioxide,8.9
2007,ms,res,million metric tons of carbon dioxide,1.6
2007,mo,res,million metric tons of carbon dioxide,6.7
2007,mt,res,million metric tons of carbon dioxide,1.6
2007,ne,res,million metric tons of carbon dioxide,2.5
2007,nv,res,million metric tons of carbon dioxide,2.3
2007,nh,res,million metric tons of carbon dioxide,2.7
2007,nj,res,million metric tons of carbon dioxide,16.1
2007,nm,res,million metric tons of carbon dioxide,2.2
2007,ny,res,million metric tons of carbon dioxide,36.2
2007,nc,res,million metric tons of carbon dioxide,5.5
2007,nd,res,million metric tons of carbon dioxide,1.1
2007,oh,res,million metric tons of carbon dioxide,18.9
2007,ok,res,million metric tons of carbon dioxide,3.9
2007,or,res,million metric tons of carbon dioxide,2.7
2007,pa,res,million metric tons of carbon dioxide,21.6
2007,ri,res,million metric tons of carbon dioxide,2.3
2007,sc,res,million metric tons of carbon dioxide,1.9
2007,sd,res,million metric tons of carbon dioxide,1.0
2007,tn,res,million metric tons of carbon dioxide,4.0
2007,tx,res,million metric tons of carbon dioxide,12.5
2007,ut,res,million metric tons of carbon dioxide,3.5
2007,vt,res,million metric tons of carbon dioxide,1.5
2007,va,res,million metric tons of carbon dioxide,7.3
2007,wa,res,million metric tons of carbon dioxide,5.2
2007,wv,res,million metric tons of carbon dioxide,1.9
2007,wi,res,million metric tons of carbon dioxide,9.4
2007,wy,res,million metric tons of carbon dioxide,0.9
2007,us,res,million metric tons of carbon dioxide,343.1
2008,al,res,million metric tons of carbon dioxide,2.5
2008,ak,res,million metric tons of carbon dioxide,1.8
2008,az,res,million metric tons of carbon dioxide,2.4
2008,ar,res,million metric tons of carbon dioxide,2.3
2008,ca,res,million metric tons of carbon dioxide,28.8
2008,co,res,million metric tons of carbon dioxide,8.0
2008,ct,res,million metric tons of carbon dioxide,8.0
2008,de,res,million metric tons of carbon dioxide,1.0
2008,dc,res,million metric tons of carbon dioxide,0.8
2008,fl,res,million metric tons of carbon dioxide,1.3
2008,ga,res,million metric tons of carbon dioxide,7.2
2008,hi,res,million metric tons of carbon dioxide,0.1
2008,id,res,million metric tons of carbon dioxide,1.8
2008,il,res,million metric tons of carbon dioxide,26.6
2008,in,res,million metric tons of carbon dioxide,9.7
2008,ia,res,million metric tons of carbon dioxide,5.1
2008,ks,res,million metric tons of carbon dioxide,4.5
2008,ky,res,million metric tons of carbon dioxide,3.7
2008,la,res,million metric tons of carbon dioxide,2.2
2008,me,res,million metric tons of carbon dioxide,3.1
2008,md,res,million metric tons of carbon dioxide,6.3
2008,ma,res,million metric tons of carbon dioxide,14.3
2008,mi,res,million metric tons of carbon dioxide,21.5
2008,mn,res,million metric tons of carbon dioxide,9.6
2008,ms,res,million metric tons of carbon dioxide,1.8
2008,mo,res,million metric tons of carbon dioxide,7.6
2008,mt,res,million metric tons of carbon dioxide,1.8
2008,ne,res,million metric tons of carbon dioxide,2.9
2008,nv,res,million metric tons of carbon dioxide,2.3
2008,nh,res,million metric tons of carbon dioxide,2.7
2008,nj,res,million metric tons of carbon dioxide,15.8
2008,nm,res,million metric tons of carbon dioxide,2.3
2008,ny,res,million metric tons of carbon dioxide,34.9
2008,nc,res,million metric tons of carbon dioxide,5.9
2008,nd,res,million metric tons of carbon dioxide,1.2
2008,oh,res,million metric tons of carbon dioxide,19.2
2008,ok,res,million metric tons of carbon dioxide,4.1
2008,or,res,million metric tons of carbon dioxide,2.9
2008,pa,res,million metric tons of carbon dioxide,25.3
2008,ri,res,million metric tons of carbon dioxide,2.2
2008,sc,res,million metric tons of carbon dioxide,1.9
2008,sd,res,million metric tons of carbon dioxide,1.2
2008,tn,res,million metric tons of carbon dioxide,4.4
2008,tx,res,million metric tons of carbon dioxide,12.0
2008,ut,res,million metric tons of carbon dioxide,3.9
2008,vt,res,million metric tons of carbon dioxide,1.3
2008,va,res,million metric tons of carbon dioxide,6.9
2008,wa,res,million metric tons of carbon dioxide,5.6
2008,wv,res,million metric tons of carbon dioxide,1.9
2008,wi,res,million metric tons of carbon dioxide,10.1
2008,wy,res,million metric tons of carbon dioxide,1.0
2008,us,res,million metric tons of carbon dioxide,356.1
2009,al,res,million metric tons of carbon dioxide,2.5
2009,ak,res,million metric tons of carbon dioxide,1.7
2009,az,res,million metric tons of carbon dioxide,2.2
2009,ar,res,million metric tons of carbon dioxide,2.2
2009,ca,res,million metric tons of carbon dioxide,28.3
2009,co,res,million metric tons of carbon dioxide,7.6
2009,ct,res,million metric tons of carbon dioxide,8.1
2009,de,res,million metric tons of carbon dioxide,1.0
2009,dc,res,million metric tons of carbon dioxide,0.8
2009,fl,res,million metric tons of carbon dioxide,1.4
2009,ga,res,million metric tons of carbon dioxide,7.1
2009,hi,res,million metric tons of carbon dioxide,0.1
2009,id,res,million metric tons of carbon dioxide,1.7
2009,il,res,million metric tons of carbon dioxide,25.0
2009,in,res,million metric tons of carbon dioxide,8.9
2009,ia,res,million metric tons of carbon dioxide,4.7
2009,ks,res,million metric tons of carbon dioxide,4.5
2009,ky,res,million metric tons of carbon dioxide,3.6
2009,la,res,million metric tons of carbon dioxide,2.2
2009,me,res,million metric tons of carbon dioxide,2.9
2009,md,res,million metric tons of carbon dioxide,6.5
2009,ma,res,million metric tons of carbon dioxide,13.8
2009,mi,res,million metric tons of carbon dioxide,20.5
2009,mn,res,million metric tons of carbon dioxide,9.0
2009,ms,res,million metric tons of carbon dioxide,1.8
2009,mo,res,million metric tons of carbon dioxide,6.9
2009,mt,res,million metric tons of carbon dioxide,1.8
2009,ne,res,million metric tons of carbon dioxide,2.7
2009,nv,res,million metric tons of carbon dioxide,2.3
2009,nh,res,million metric tons of carbon dioxide,2.5
2009,nj,res,million metric tons of carbon dioxide,15.5
2009,nm,res,million metric tons of carbon dioxide,2.2
2009,ny,res,million metric tons of carbon dioxide,32.5
2009,nc,res,million metric tons of carbon dioxide,5.7
2009,nd,res,million metric tons of carbon dioxide,1.1
2009,oh,res,million metric tons of carbon dioxide,18.4
2009,ok,res,million metric tons of carbon dioxide,3.9
2009,or,res,million metric tons of carbon dioxide,2.9
2009,pa,res,million metric tons of carbon dioxide,19.8
2009,ri,res,million metric tons of carbon dioxide,2.3
2009,sc,res,million metric tons of carbon dioxide,1.9
2009,sd,res,million metric tons of carbon dioxide,1.2
2009,tn,res,million metric tons of carbon dioxide,4.3
2009,tx,res,million metric tons of carbon dioxide,11.7
2009,ut,res,million metric tons of carbon dioxide,3.8
2009,vt,res,million metric tons of carbon dioxide,1.5
2009,va,res,million metric tons of carbon dioxide,6.9
2009,wa,res,million metric tons of carbon dioxide,5.6
2009,wv,res,million metric tons of carbon dioxide,1.8
2009,wi,res,million metric tons of carbon dioxide,9.3
2009,wy,res,million metric tons of carbon dioxide,0.9
2009,us,res,million metric tons of carbon dioxide,337.6
2010,al,res,million metric tons of carbon dioxide,2.9
2010,ak,res,million metric tons of carbon dioxide,1.7
2010,az,res,million metric tons of carbon dioxide,2.3
2010,ar,res,million metric tons of carbon dioxide,2.3
2010,ca,res,million metric tons of carbon dioxide,28.9
2010,co,res,million metric tons of carbon dioxide,7.8
2010,ct,res,million metric tons of carbon dioxide,7.5
2010,de,res,million metric tons of carbon dioxide,1.0
2010,dc,res,million metric tons of carbon dioxide,0.8
2010,fl,res,million metric tons of carbon dioxide,1.6
2010,ga,res,million metric tons of carbon dioxide,8.3
2010,hi,res,million metric tons of carbon dioxide,0.1
2010,id,res,million metric tons of carbon dioxide,1.6
2010,il,res,million metric tons of carbon dioxide,23.6
2010,in,res,million metric tons of carbon dioxide,8.6
2010,ia,res,million metric tons of carbon dioxide,4.4
2010,ks,res,million metric tons of carbon dioxide,4.2
2010,ky,res,million metric tons of carbon dioxide,3.7
2010,la,res,million metric tons of carbon dioxide,2.6
2010,me,res,million metric tons of carbon dioxide,2.6
2010,md,res,million metric tons of carbon dioxide,6.6
2010,ma,res,million metric tons of carbon dioxide,13.5
2010,mi,res,million metric tons of carbon dioxide,18.9
2010,mn,res,million metric tons of carbon dioxide,8.3
2010,ms,res,million metric tons of carbon dioxide,2.0
2010,mo,res,million metric tons of carbon dioxide,6.9
2010,mt,res,million metric tons of carbon dioxide,1.6
2010,ne,res,million metric tons of carbon dioxide,2.7
2010,nv,res,million metric tons of carbon dioxide,2.4
2010,nh,res,million metric tons of carbon dioxide,2.2
2010,nj,res,million metric tons of carbon dioxide,14.6
2010,nm,res,million metric tons of carbon dioxide,2.3
2010,ny,res,million metric tons of carbon dioxide,31.4
2010,nc,res,million metric tons of carbon dioxide,6.4
2010,nd,res,million metric tons of carbon dioxide,1.0
2010,oh,res,million metric tons of carbon dioxide,17.6
2010,ok,res,million metric tons of carbon dioxide,4.1
2010,or,res,million metric tons of carbon dioxide,2.5
2010,pa,res,million metric tons of carbon dioxide,20.2
2010,ri,res,million metric tons of carbon dioxide,2.2
2010,sc,res,million metric tons of carbon dioxide,2.3
2010,sd,res,million metric tons of carbon dioxide,1.1
2010,tn,res,million metric tons of carbon dioxide,4.8
2010,tx,res,million metric tons of carbon dioxide,13.7
2010,ut,res,million metric tons of carbon dioxide,3.8
2010,vt,res,million metric tons of carbon dioxide,1.3
2010,va,res,million metric tons of carbon dioxide,7.1
2010,wa,res,million metric tons of carbon dioxide,5.1
2010,wv,res,million metric tons of carbon dioxide,1.9
2010,wi,res,million metric tons of carbon dioxide,8.6
2010,wy,res,million metric tons of carbon dioxide,0.9
2010,us,res,million metric tons of carbon dioxide,334.5
2011,al,res,million metric tons of carbon dioxide,2.4
2011,ak,res,million metric tons of carbon dioxide,1.7
2011,az,res,million metric tons of carbon dioxide,2.4
2011,ar,res,million metric tons of carbon dioxide,2.1
2011,ca,res,million metric tons of carbon dioxide,29.7
2011,co,res,million metric tons of carbon dioxide,7.8
2011,ct,res,million metric tons of carbon dioxide,7.2
2011,de,res,million metric tons of carbon dioxide,1.0
2011,dc,res,million metric tons of carbon dioxide,0.7
2011,fl,res,million metric tons of carbon dioxide,1.4
2011,ga,res,million metric tons of carbon dioxide,6.7
2011,hi,res,million metric tons of carbon dioxide,0.1
2011,id,res,million metric tons of carbon dioxide,1.8
2011,il,res,million metric tons of carbon dioxide,23.6
